Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_Low_Confidence_Limit,Lesser_Risk_High_Confidence_Limit,Sample_Size,Sex,Race,Grade,SexualIdentity,SexOfSexualContacts
Physical Activity,Physical Activity,PE attendance,Did not go to physical education (PE) classes on 1 or more days,in an average week when they were in school,%,Percentage,88.0099,75.5569,94.574,Went to physical education (PE) classes on 1 or more days,11.9901,,,5.426,24.4431,139,Female,Total,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.0135,79.8565,93.1507,Were physically active at least 60 minutes per day on all 7 days,11.9865,,,6.8493,20.1435,117,Total,Hispanic or Latino,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.0184,76.932,94.1798,Ate vegetables three or more times per day,11.9816,,,5.8202,23.068,53,Male,Hispanic or Latino,12th,Heterosexual (straight),Total
Sexual Behaviors,HIV Testing,HIV testing,Were never tested for human immunodeficiency virus (HIV),not counting tests done if they donated blood,%,Percentage,88.0188,75.9795,94.4636,Were ever tested for human immunodeficiency virus (HIV),11.9812,,,5.5364,24.0205,50,Female,Total,12th,Total,No sexual contact
Dietary Behaviors,Fruit and fruit juices,Fruit consumption >= 2 times,N/A,"such as orange juice, apple juice, or grape juice, not counting punch, Kool-Aid, sports drinks, or other fruit-flavored drinks, during the 7 days before the survey",%,Percentage,88.0802,78.8881,93.595,Ate fruit or drank 100% fruit juices two or more times per day,11.9198,,,6.405,21.1119,38,Total,Asian,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.0864,79.7095,93.2958,Were physically active at least 60 minutes per day on all 7 days,11.9136,,,6.7042,20.2905,115,Total,Black or African American,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=2 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.0971,79.8125,93.2686,Ate vegetables two or more times per day,11.9029,,,6.7314,20.1875,117,Total,Black or African American,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.1599,78.7357,93.7395,Ate vegetables three or more times per day,11.8401,,,6.2605,21.2643,104,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,88.1788,79.8132,93.3658,Went to physical education (PE) classes on all 5 days,11.8212,,,6.6342,20.1868,290,Total,Total,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.1854,76.3899,94.5114,Were physically active at least 60 minutes per day on all 7 days,11.8146,,,5.4886,23.6101,193,Female,Total,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.2562,80.2305,93.296,Ate vegetables three or more times per day,11.7438,,,6.704,19.7695,114,Total,Black or African American,12th,Total,Total
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,88.261,76.1313,94.6591,Drank two or more glasses per day of milk,11.739,,,5.3409,23.8687,56,Female,Black or African American,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.2648,79.8603,93.4497,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",11.7352,,,6.5503,20.1397,129,Total,Total,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.2754,74.3016,95.1471,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",11.7246,,,4.8529,25.6984,65,Female,Total,12th,Total,Opposite sex only
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.2852,76.8015,94.4919,Ate vegetables three or more times per day,11.7148,,,5.5081,23.1985,105,Total,Total,12th,Total,No sexual contact
Dietary Behaviors,Soda or pop,No soda drinking,Drank soda or pop,"such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,88.3089,68.6929,96.2967,Did not drink soda or pop,11.6911,,,3.7033,31.3071,31,Total,Total,12th,Total,Same sex only or both sexes
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,88.3107,82.2246,92.5029,Drank two or more glasses per day of milk,11.6893,,,7.4971,17.7754,142,Female,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.3149,74.1538,95.2175,Ate vegetables three or more times per day,11.6851,,,4.7825,25.8462,51,Female,Hispanic or Latino,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,88.3606,78.4863,94.0466,Went to physical education (PE) classes on all 5 days,11.6394,,,5.9534,21.5137,113,Total,Black or African American,12th,Total,Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,88.3624,69.8081,96.144,Went to physical education (PE) classes on all 5 days,11.6376,,,3.856,30.1919,30,Male,Black or African American,12th,Total,Opposite sex only
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.3672,82.0099,92.6785,Ate vegetables three or more times per day,11.6328,,,7.3215,17.9901,145,Male,Total,12th,Heterosexual (straight),Total
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,88.416,79.2435,93.8496,Got 8 or more hours of sleep,11.584,,,6.1504,20.7565,71,Total,Hispanic or Latino,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.4229,73.9902,95.3503,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",11.5771,,,4.6497,26.0098,47,Male,Total,12th,Total,Opposite sex only
Dietary Behaviors,Fruit and fruit juices,Fruit consumption >= 3 times,N/A,"such as orange juice, apple juice, or grape juice, not counting punch, Kool-Aid, sports drinks, or other fruit-flavored drinks, during the 7 days before the survey",%,Percentage,88.4236,83.038,92.2586,Ate fruit or drank 100% fruit juices three or more times per day,11.5764,,,7.7414,16.962,193,Female,Total,12th,Total,Total
Dietary Behaviors,Fruit and fruit juices,Fruit consumption >= 3 times,N/A,"such as orange juice, apple juice, or grape juice, not counting punch, Kool-Aid, sports drinks, or other fruit-flavored drinks, during the 7 days before the survey",%,Percentage,88.4375,70.8436,96.0122,Ate fruit or drank 100% fruit juices three or more times per day,11.5625,,,3.9878,29.1564,33,Total,Total,12th,Total,Same sex only or both sexes
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.4598,78.9483,94.0004,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",11.5402,,,5.9996,21.0517,113,Total,Total,12th,Total,Opposite sex only
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,88.4755,82.3669,92.6566,Got 8 or more hours of sleep,11.5245,,,7.3434,17.6331,289,Total,Total,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,PE attendance,Did not go to physical education (PE) classes on 1 or more days,in an average week when they were in school,%,Percentage,88.512,74.8683,95.2215,Went to physical education (PE) classes on 1 or more days,11.488,,,4.7785,25.1317,50,Female,Total,12th,Total,No sexual contact
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.5578,84.4832,91.6679,Ate vegetables three or more times per day,11.4422,,,8.3321,15.5168,336,Total,Total,12th,Total,Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,88.5795,79.0983,94.0817,Went to physical education (PE) classes on all 5 days,11.4205,,,5.9183,20.9017,194,Total,Total,12th,Total,Opposite sex only
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,88.6158,77.1785,94.7138,Got 8 or more hours of sleep,11.3842,,,5.2862,22.8215,68,Female,Total,12th,Total,No sexual contact
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.6601,77.1864,94.7553,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",11.3399,,,5.2447,22.8136,48,Male,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.6686,73.4335,95.6807,Ate vegetables three or more times per day,11.3314,,,4.3193,26.5665,39,Male,Total,12th,Total,No sexual contact
Physical Activity,Physical Activity,Physical activity >= 5 days,Were not physically active at least 60 minutes per day on 5 or more days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.6699,72.6431,95.8446,Were physically active at least 60 minutes per day on 5 or more days,11.3301,,,4.1554,27.3569,33,Female,Hispanic or Latino,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.6746,77.2697,94.7462,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",11.3254,,,5.2538,22.7303,48,Male,Total,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,88.6795,73.7239,95.6276,Never had sexual intercourse,11.3205,,,4.3724,26.2761,47,Total,Black or African American,12th,Total,Opposite sex only
Dietary Behaviors,Soda or pop,No soda drinking,Drank soda or pop,"such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,88.6906,74.5798,95.4466,Did not drink soda or pop,11.3094,,,4.5534,25.4202,53,Male,Hispanic or Latino,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.6926,72.3733,95.9159,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",11.3074,,,4.0841,27.6267,39,Total,Black or African American,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.6936,73.3707,95.7145,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",11.3064,,,4.2855,26.6293,47,Male,Total,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.7283,76.0587,95.1231,Were physically active at least 60 minutes per day on all 7 days,11.2717,,,4.8769,23.9413,38,Male,Total,12th,Total,No sexual contact
Dietary Behaviors,Milk,Milk drinking >= 1 glass,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,88.7495,76.8034,94.9481,Drank one or more glasses per day of milk,11.2505,,,5.0519,23.1966,42,Female,Hispanic or Latino,12th,Total,Opposite sex only
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.7496,76.4346,95.0461,Were physically active at least 60 minutes per day on all 7 days,11.2504,,,4.9539,23.5654,60,Total,Black or African American,12th,Total,Opposite sex only
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.7646,83.2801,92.6098,Ate vegetables three or more times per day,11.2354,,,7.3902,16.7199,290,Total,Total,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,88.8227,80.8657,93.7275,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",11.1773,,,6.2725,19.1343,109,Total,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,88.8245,81.7522,93.3778,Drank three or more glasses per day of milk,11.1755,,,6.6222,18.2478,118,Total,Hispanic or Latino,12th,Total,Total
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,88.8342,80.9395,93.713,Got 8 or more hours of sleep,11.1658,,,6.287,19.0605,147,Male,Total,12th,Total,Total
Dietary Behaviors,Fruit and fruit juices,Fruit consumption >= 3 times,N/A,"such as orange juice, apple juice, or grape juice, not counting punch, Kool-Aid, sports drinks, or other fruit-flavored drinks, during the 7 days before the survey",%,Percentage,88.8514,82.5465,93.07,Ate fruit or drank 100% fruit juices three or more times per day,11.1486,,,6.93,17.4535,155,Female,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,88.9247,83.3276,92.805,Drank three or more glasses per day of milk,11.0753,,,7.195,16.6724,106,Total,Total,12th,Total,No sexual contact
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,88.9476,68.1999,96.7948,Ate vegetables three or more times per day,11.0524,,,3.2052,31.8001,35,Total,Black or African American,12th,Total,No sexual contact
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,88.9747,78.7358,94.6203,Were physically active at least 60 minutes per day on all 7 days,11.0253,,,5.3797,21.2642,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,89.0561,77.8615,94.9567,Never had sexual intercourse,10.9439,,,5.0433,22.1385,58,Total,Black or African American,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,89.1825,70.1235,96.662,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",10.8175,,,3.338,29.8765,44,Total,Hispanic or Latino,12th,Total,Opposite sex only
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,89.1838,76.5875,95.4093,Got 8 or more hours of sleep,10.8162,,,4.5907,23.4125,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Milk,Milk drinking >= 3 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,89.1881,80.7532,94.1923,Drank three or more glasses per day of milk,10.8119,,,5.8077,19.2468,116,Total,Black or African American,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,89.2336,76.7794,95.4076,Ate vegetables three or more times per day,10.7664,,,4.5924,23.2206,45,Male,Total,12th,Total,No sexual contact
Sexual Behaviors,Sexual Behaviors,IUD or implant use,"Did not use an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,89.2462,81.9529,93.8146,"Used an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon) before last sexual intercourse",10.7538,,,6.1854,18.0471,45,Total,Hispanic or Latino,12th,Total,Opposite sex only
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,89.2616,80.1245,94.4872,Went to physical education (PE) classes on all 5 days,10.7384,,,5.5128,19.8755,72,Total,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Milk,Milk drinking >= 2 glasses,N/A,"counting milk in a glass or cup, from a carton, or with cereal and counting the half pint of milk served at school as equal to one glass, during the 7 days before the survey",%,Percentage,89.2654,79.6103,94.6554,Drank two or more glasses per day of milk,10.7346,,,5.3446,20.3897,94,Total,Black or African American,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,89.2771,81.3819,94.0682,Were physically active at least 60 minutes per day on all 7 days,10.7229,,,5.9318,18.6181,105,Total,Total,12th,Total,No sexual contact
Dietary Behaviors,Breakfast,Daily breakfast eating,Did not eat breakfast on all 7 days,during the 7 days before the survey,%,Percentage,89.3204,78.7062,94.9811,Ate breakfast on all 7 days,10.6796,,,5.0189,21.2938,59,Total,Black or African American,12th,Total,Opposite sex only
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,89.3507,67.2148,97.1701,Got 8 or more hours of sleep,10.6493,,,2.8299,32.7852,36,Total,White,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Dual birth control use,"Did not use both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,89.3521,78.8243,94.9792,"Used both a condom during last sexual intercourse and birth control pills; an IUD (e.g., Mirena or ParaGard) or implant (e.g., Implanon or Nexplanon); or a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",10.6479,,,5.0208,21.1757,44,Total,Hispanic or Latino,12th,Total,Opposite sex only
Dietary Behaviors,Soda or pop,No soda drinking,Drank soda or pop,"such as Coke, Pepsi, or Sprite, not counting diet soda or diet pop, during the 7 days before the survey",%,Percentage,89.4448,72.3306,96.4875,Did not drink soda or pop,10.5552,,,3.5125,27.6694,38,Male,Hispanic or Latino,12th,Total,Opposite sex only
Other Health Topics,Sleep,Sleep,Did not get 8 or more hours of sleep,on an average school night,%,Percentage,89.4847,82.1765,94.0146,Got 8 or more hours of sleep,10.5153,,,5.9854,17.8235,158,Female,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,89.5197,83.9539,93.3088,Ate vegetables three or more times per day,10.4803,,,6.6912,16.0461,176,Female,Total,12th,Total,Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,89.5438,85.0074,92.8235,Ate vegetables three or more times per day,10.4562,,,7.1765,14.9926,346,Total,Total,12th,Total,Total
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,89.5718,77.0475,95.6481,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",10.4282,,,4.3519,22.9525,50,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,89.5775,75.0493,96.0873,Went to physical education (PE) classes on all 5 days,10.4225,,,3.9127,24.9507,100,Female,Total,12th,Total,Opposite sex only
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,89.6092,81.8837,94.2708,Went to physical education (PE) classes on all 5 days,10.3908,,,5.7292,18.1163,345,Total,Total,12th,Total,Total
Physical Activity,Physical Activity,Daily PE attendance,Did not go to physical education (PE) classes on all 5 days,in an average week when they were in school,%,Percentage,89.6363,82.2546,94.1652,Went to physical education (PE) classes on all 5 days,10.3637,,,5.8348,17.7454,105,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,89.6578,77.2423,95.6789,Were physically active at least 60 minutes per day on all 7 days,10.3422,,,4.3211,22.7577,67,Female,Total,12th,Total,No sexual contact
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,89.6985,84.6247,93.2319,Ate vegetables three or more times per day,10.3015,,,6.7681,15.3753,193,Total,Total,12th,Total,Opposite sex only
Sexual Behaviors,Sexual Behaviors,"Shot, patch, or ring use","Did not use a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse","to prevent pregnancy, among students who were currently sexually active",%,Percentage,89.7078,78.1922,95.493,"Used a shot (e.g., Depo-Provera), patch (e.g., OrthoEvra), or birth control ring (e.g., NuvaRing) before last sexual intercourse",10.2922,,,4.507,21.8078,110,Total,Total,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,89.8223,81.8584,94.524,Ate vegetables three or more times per day,10.1777,,,5.476,18.1416,93,Total,Hispanic or Latino,12th,Heterosexual (straight),Total
Physical Activity,Physical Activity,Physical activity >= 5 days,Were not physically active at least 60 minutes per day on 5 or more days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,89.8284,79.3174,95.3133,Were physically active at least 60 minutes per day on 5 or more days,10.1716,,,4.6867,20.6826,48,Female,Black or African American,12th,Heterosexual (straight),Total
Dietary Behaviors,Vegetables,Vegetable eating >=3 times,N/A,"green salad, potatoes (not counting French fries, fried potatoes, or potato chips), carrots, or other vegetables, during the 7 days before the survey",%,Percentage,89.8528,83.1751,94.0691,Ate vegetables three or more times per day,10.1472,,,5.9309,16.8249,119,Total,Hispanic or Latino,12th,Total,Total
Physical Activity,Physical Activity,Daily physical activity,Were not physically active at least 60 minutes per day on all 7 days,"doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time, during the 7 days before the survey",%,Percentage,89.8663,78.2424,95.6272,Were physically active at least 60 minutes per day on all 7 days,10.1337,,,4.3728,21.7576,56,Female,Black or African American,12th,Heterosexual (straight),Total
Sexual Behaviors,Sexual Behaviors,Ever sexual intercourse,Ever had sexual intercourse,NULL,%,Percentage,89.875,81.839,94.5902,Never had sexual intercourse,10.125,,,5.4098,18.161,80,Male,Total,12th,Total,Opposite sex only
Dietary Behaviors,Fruit and fruit juices,Fruit consumption >= 3 times,N/A,"such as orange juice, apple juice, or grape juice, not counting punch, Kool-Aid, sports drinks, or other fruit-flavored drinks, during the 7 days before the survey",%,Percentage,89.8807,75.057,96.3259,Ate fruit or drank 100% fruit juices three or more times per day,10.1193,,,3.6741,24.943,65,Female,Total,12th,Total,No sexual contact
